-66.246902,-78.629023,-72.977739,-75.171329,-92.603916,-85.471296,-83.118169,-100.000000,-90.924493,-89.915570
-65.464665,-74.727805,-72.460220,-75.171329,-100.000000,-86.831690,-80.970206,-87.389695,-100.000000,-87.389695
-64.950859,-72.933365,-75.171329,-75.171329,-90.364685,-88.651660,-81.829391,-88.566888,-87.780312,-89.294916
-64.950859,-74.033394,-81.218949,-74.033394,-83.118169,-86.933800,-88.203422,-86.831690,-85.622804,-84.760904
-65.650964,-73.563741,-78.739011,-73.051954,-80.317883,-83.286340,-100.000000,-89.919308,-86.372895,-86.372895
-66.833308,-69.680744,-74.707330,-72.534435,-79.966680,-82.867710,-82.826570,-86.891283,-88.732621,-85.629318
-69.608917,-67.143093,-74.625635,-72.977739,-81.511949,-88.203422,-81.661430,-84.726768,-88.566888,-87.041224
-73.563741,-66.312783,-79.468664,-75.253021,-82.334971,-89.032518,-83.286340,-86.521510,-83.620334,-85.625297
-71.195164,-66.767427,-80.970206,-75.171329,-81.511949,-80.776467,-87.780312,-85.496748,-86.993737,-84.859275
-67.701451,-67.287952,-75.717038,-72.977739,-80.066753,-77.318093,-84.816147,-87.517556,-83.531645,-85.471296
-67.287952,-66.767427,-74.202963,-71.651787,-79.396638,-78.629023,-81.511949,-100.000000,-86.207161,-83.977354
-69.120905,-65.978552,-77.750890,-73.483379,-78.905641,-80.496747,-82.688576,-89.915570,-84.026984,-84.103633
-74.533279,-65.464665,-81.218949,-77.243690,-77.410363,-80.666847,-87.780312,-87.389695,-83.998014,-86.758713
-80.854362,-65.014113,-73.013727,-77.153889,-76.344438,-81.296843,-92.941080,-87.238266,-84.880090,-90.187264
-79.821930,-63.332792,-70.145686,-75.171329,-73.483379,-82.310906,-85.471296,-84.859523,-86.993737,-86.993737
-81.141054,-62.757588,-70.594425,-76.491132,-73.403018,-83.128199,-83.576380,-82.612588,-88.060193,-85.317295
-77.321524,-64.568849,-70.207691,-86.891283,-74.113755,-80.854362,-81.871638,-81.475786,-88.859661,-85.629318
-72.016916,-69.680744,-66.833308,-79.304235,-73.563741,-79.893956,-81.905379,-84.880090,-86.891283,-86.372895
-72.172482,-77.977861,-64.950859,-74.625635,-72.460220,-79.632732,-81.399798,-83.547761,-86.993737,-85.496748
-76.137186,-69.680744,-65.108020,-76.645537,-72.016916,-79.893956,-78.739011,-81.739325,-84.880090,-90.025470
-83.977354,-66.767427,-65.464665,-82.103912,-74.033394,-79.396638,-77.410363,-83.207270,-85.471296,-87.780312
-78.629023,-67.287952,-64.950859,-74.077248,-76.568335,-79.821930,-77.585038,-88.889288,-86.235216,-83.207270
