-79.235564,-80.776467,-74.727805,-86.379983,-80.926740,-79.110093,-71.119590,-69.608917,-77.410363,-80.776467,-74.625635,-73.483379,-71.119590,-86.758713,-75.171329,-75.717038,-80.460888,-71.651787,-79.235564,-69.634216,-79.821930,-72.933365,-67.667709,-77.944780,-80.264048,-82.688576,-74.033394,-77.750890,-75.717038,-76.059983,-72.460220,-91.716487,-65.995242,-74.202963,-81.862725,-77.973558
-80.680015,-81.829391,-77.585038,-80.970206,-78.601741,-76.568335,-72.172482,-69.819330,-82.688576,-79.197803,-76.568335,-74.727805,-72.460220,-83.547761,-79.235564,-75.171329,-75.717038,-70.660484,-80.066753,-71.942701,-77.750890,-74.033394,-66.618477,-79.396638,-89.245069,-83.655451,-73.483379,-76.059983,-78.157742,-78.905641,-71.119590,-82.258983,-75.171329,-74.033394,-82.759088,-80.776467
-81.511949,-83.207270,-82.310906,-78.629023,-78.629023,-74.540837,-76.229290,-70.587393,-77.973558,-79.396638,-78.479197,-77.318093,-76.059983,-79.396638,-84.153487,-75.171329,-71.942701,-71.175282,-79.459254,-78.905641,-77.243690,-72.933365,-67.287952,-80.776467,-85.516205,-84.726768,-76.059983,-74.077248,-79.821930,-83.666940,-71.639411,-77.243690,-77.243690,-74.077248,-81.829391,-86.758713
-80.333985,-86.202548,-81.829391,-76.059983,-83.655451,-72.977739,-79.197803,-73.483379,-72.933365,-76.736490,-77.973558,-82.688576,-87.389695,-79.396638,-82.258983,-75.171329,-72.183983,-73.125262,-80.245074,-83.207270,-79.197803,-71.942701,-70.145686,-83.977354,-78.629023,-79.396638,-77.944780,-73.483379,-82.688576,-83.118169,-74.033394,-74.033394,-80.066753,-75.171329,-84.026984,-82.258983
-77.828724,-79.468664,-78.335924,-75.798729,-88.040577,-73.013727,-75.798729,-77.321524,-72.534435,-73.563741,-76.890147,-77.428080,-79.271859,-78.739011,-77.428080,-77.321524,-73.051954,-79.468664,-83.630216,-75.253021,-87.522265,-71.724179,-72.463713,-91.278676,-75.253021,-73.563741,-80.571854,-73.205221,-83.734522,-75.253021,-78.033264,-72.534435,-90.556592,-75.253021,-100.000000,-78.033264
-76.344438,-75.253021,-78.739011,-77.321524,-81.585478,-74.280744,-74.280744,-80.571854,-75.253021,-70.737095,-76.137186,-73.563741,-75.253021,-74.610156,-74.161644,-79.468664,-77.321524,-75.253021,-81.585478,-73.013727,-79.893956,-72.256376,-73.744753,-86.891283,-73.051954,-71.243074,-81.001848,-78.739011,-82.838159,-71.243074,-82.389977,-74.280744,-83.304035,-74.805587,-85.764331,-79.468664
-75.717038,-74.033394,-85.616091,-79.396638,-80.680015,-77.243690,-74.077248,-78.093389,-80.776467,-70.136356,-77.243690,-72.933365,-73.483379,-73.483379,-72.460220,-81.661430,-80.333985,-70.587393,-77.243690,-73.483379,-74.033394,-74.202963,-73.483379,-81.095982,-72.933365,-70.665760,-79.821930,-83.655451,-81.511949,-68.554555,-87.389695,-77.944780,-78.629023,-74.625635,-80.680015,-81.218949
-76.814324,-75.798729,-79.527789,-80.854362,-81.905379,-86.289053,-73.013727,-75.253021,-87.159470,-71.181001,-79.468664,-68.594936,-73.563741,-76.137186,-70.647930,-81.296843,-81.585478,-69.192937,-74.707330,-75.798729,-70.659786,-79.468664,-75.253021,-77.498846,-76.645537,-71.499397,-79.304235,-75.628834,-78.083545,-69.885856,-89.411942,-79.468664,-74.707330,-75.253021,-79.468664,-78.739011
-76.662627,-77.944780,-72.460220,-77.076686,-79.632732,-82.688576,-71.942701,-75.717038,-82.258983,-74.202963,-80.970206,-80.496747,-76.568335,-79.197803,-70.665760,-77.410363,-80.970206,-69.120905,-74.727805,-78.629023,-69.634216,-77.318093,-80.066753,-76.059983,-83.118169,-75.171329,-80.066753,-73.483379,-76.059983,-72.183983,-81.829391,-75.171329,-73.483379,-77.750890,-79.197803,-76.059983
-76.059983,-79.644807,-69.120905,-74.033394,-74.625635,-76.568335,-72.460220,-79.821930,-81.414543,-83.666940,-77.973558,-80.970206,-81.218949,-75.171329,-69.634216,-74.033394,-79.821930,-70.587393,-76.262746,-79.235564,-70.573271,-73.483379,-78.601741,-76.059983,-81.829391,-77.243690,-85.471296,-74.202963,-76.059983,-73.483379,-79.821930,-72.933365,-72.183983,-79.890091,-80.832947,-75.717038
