-72.844417,-80.579396,-84.565722,-86.822080,-86.036055,-88.582826,-90.015355,-89.237330,-100.000000,-86.857304
-70.183932,-79.784934,-89.318218,-85.182871,-85.953341,-87.819273,-100.000000,-90.263652,-100.000000,-87.434556
-68.805478,-77.263159,-100.000000,-88.386422,-85.326887,-88.120753,-100.000000,-100.000000,-89.330364,-89.051061
-69.347936,-74.825213,-90.720322,-88.450256,-85.213701,-91.325895,-91.280130,-100.000000,-90.160514,-85.953341
-71.236878,-74.624503,-88.450256,-90.786534,-87.188291,-100.000000,-89.201409,-91.839938,-90.263652,-85.342271
-75.824885,-75.119958,-92.399745,-89.781703,-89.732530,-100.000000,-90.720322,-100.000000,-89.677534,-86.746451
-79.276971,-75.047568,-90.684873,-100.000000,-90.927896,-100.000000,-91.215995,-100.000000,-90.351193,-100.000000
-78.652649,-73.835898,-90.263652,-89.600706,-87.291658,-100.000000,-100.000000,-100.000000,-91.048329,-100.000000
-76.677605,-73.053939,-90.471625,-83.839836,-87.819273,-88.450256,-100.000000,-88.407896,-91.313378,-88.663390
-74.747431,-74.552112,-86.424739,-82.864402,-89.667928,-87.055721,-92.493500,-87.686703,-100.000000,-87.055721
-74.045911,-79.900820,-88.153869,-83.690523,-100.000000,-88.153869,-93.017453,-91.504600,-100.000000,-88.940444
-72.763125,-79.110772,-87.533026,-100.000000,-100.000000,-90.160514,-100.000000,-89.732530,-85.862580,-87.188291
-72.769757,-72.236687,-83.839836,-89.732530,-89.201409,-100.000000,-100.000000,-88.663390,-85.862580,-87.819273
-74.624503,-68.737349,-84.481684,-85.937209,-100.000000,-91.857017,-100.000000,-87.819273,-87.434556,-83.824876
-76.834590,-67.749118,-81.764212,-84.251284,-100.000000,-100.000000,-100.000000,-90.684873,-88.153869,-91.747117
-76.452267,-69.916265,-81.320750,-86.961289,-88.582826,-89.210105,-100.000000,-89.438651,-100.000000,-90.015355
-75.071417,-74.045911,-80.151129,-85.800020,-89.774489,-87.367293,-100.000000,-87.367293,-90.605891,-88.520161
-76.677605,-76.677605,-79.972846,-83.296480,-100.000000,-85.953341,-89.894922,-85.953341,-89.894922,-87.819273
-79.972846,-74.825213,-77.461991,-83.839836,-90.720322,-88.165808,-89.106177,-86.703303,-90.471625,-90.263652
-80.007536,-74.624503,-73.053939,-87.291658,-86.557309,-89.318218,-89.318218,-91.839938,-84.438691,-92.033935
-78.118232,-74.126272,-71.236878,-84.156978,-86.605791,-90.624898,-88.407896,-100.000000,-87.188291,-89.600706
-78.217893,-72.087368,-71.553946,-81.243836,-91.249496,-85.646698,-90.684382,-100.000000,-89.635322,-87.719986
-84.003689,-70.556497,-79.647591,-81.243836,-89.654056,-87.554133,-88.185116,-89.441662,-89.654056,-100.000000
-83.391655,-71.703617,-77.185957,-82.100183,-88.450256,-100.000000,-85.953341,-89.675714,-90.160514,-88.450256
-80.660116,-76.370573,-69.849738,-78.197991,-88.450256,-87.977524,-87.524389,-89.600706,-100.000000,-89.675714
-81.321731,-75.743190,-67.228593,-77.108754,-84.837496,-85.800020,-91.363271,-100.000000,-88.153869,-100.000000
-85.193622,-74.552112,-68.748715,-80.751405,-84.837496,-91.747117,-91.215995,-91.165699,-100.000000,-90.351193
-87.988136,-77.539903,-73.965549,-82.285319,-86.395302,-87.554133,-92.363852,-87.691065,-88.185116,-87.201560
-85.800020,-79.900820,-76.288881,-81.968039,-82.312481,-85.800020,-100.000000,-87.367293,-85.664255,-88.153869
-83.329130,-76.774126,-75.743190,-79.525066,-79.012871,-86.662356,-90.153752,-84.097423,-87.686703,-90.684873
-82.337149,-79.647591,-73.965549,-71.093771,-81.243836,-83.144504,-100.000000,-89.062798,-100.000000,-88.068924
-84.691256,-85.605860,-71.093771,-69.125709,-83.681695,-82.785059,-89.512729,-100.000000,-90.807463,-89.654056
-90.020634,-81.243836,-70.046503,-71.021228,-81.686318,-88.185116,-85.646698,-85.044973,-87.988136,-100.000000
-86.549302,-79.900820,-72.695098,-82.206694,-81.321731,-90.153752,-88.868531,-85.046348,-86.580718,-89.076171
-87.857806,-83.245370,-75.661494,-72.087368,-78.475682,-100.000000,-100.000000,-86.292169,-88.185116,-89.654056
-89.997072,-100.000000,-75.194492,-66.870611,-74.669650,-89.428876,-87.719986,-87.691065,-100.000000,-90.230760
-87.686703,-86.549302,-74.104382,-66.419753,-74.552112,-83.760765,-87.367293,-83.640229,-100.000000,-88.743059
-89.062798,-84.123072,-78.217893,-70.046503,-81.103703,-81.243836,-87.988136,-84.769903,-89.931653,-86.328677
-100.000000,-82.851664,-77.617106,-74.747431,-83.760765,-83.650085,-85.940068,-88.317686,-89.522302,-87.055721
-88.052545,-84.545015,-78.140059,-73.885188,-83.529162,-79.387996,-90.570608,-85.560872,-87.075990,-92.589559
-88.948668,-89.197785,-83.760765,-71.628957,-81.020989,-77.788526,-88.011807,-85.940068,-88.317686,-89.558688
-87.834294,-85.771535,-81.931714,-69.783212,-72.162028,-80.326113,-82.206694,-88.792065,-88.153869,-87.367293
-89.197785,-84.097423,-80.586059,-69.783212,-69.783212,-87.686703,-81.764212,-88.153869,-85.664255,-86.549302
-100.000000,-89.441662,-84.003689,-72.620438,-72.620438,-82.369092,-88.774711,-86.923151,-87.201560,-90.574973
-84.353269,-85.109946,-100.000000,-75.197503,-81.598285,-81.502122,-100.000000,-100.000000,-90.233043,-88.948668
-84.224854,-88.888007,-87.126554,-73.965549,-71.225340,-77.031551,-89.654056,-84.691256,-89.931653,-87.005199
