-82.957325,-83.752408,-86.980609,-89.267051,-89.831750,-100.000000,-91.966713,-89.267051,-90.209010,-87.740850,-89.822460,-88.527425,-88.151033,-91.406906,-88.527425,-85.233173,-100.000000,-88.614694,-91.454177,-90.391934,-87.627309,-88.527425,-92.526521,-100.000000,-92.526521,-89.239992,-85.233173,-86.873271,-90.040815,-87.352729,-90.847098,-90.423507,-83.322816,-81.860320,-85.861178,-87.740850,-100.000000,-86.873271,-85.253405,-83.417898,-88.204695,-100.000000,-88.527425,-85.332331,-82.028486,-90.847098,-83.752408,-87.740850,-85.253405,-85.861178,-82.541358,-83.417898,-81.104456,-79.176944,-79.306602,-72.464190,-69.245292,-68.621502,-70.596219,-71.106212,-73.499227,-80.196961,-79.176944,-77.140166
-82.890645,-85.887966,-89.148267,-90.813155,-90.282033,-100.000000,-100.000000,-90.816254,-87.575117,-86.719950,-85.092903,-83.246828,-90.260844,-89.148267,-88.361692,-87.462662,-91.189276,-100.000000,-87.851142,-100.000000,-86.765582,-88.361692,-100.000000,-89.343679,-90.816254,-86.765582,-86.085514,-89.148267,-91.198998,-89.920382,-100.000000,-89.920382,-81.783731,-82.467829,-89.148267,-86.719950,-100.000000,-86.085514,-89.148267,-100.000000,-100.000000,-86.719950,-100.000000,-82.883796,-84.592622,-86.719950,-83.676420,-86.765582,-86.587792,-82.050187,-81.783731,-84.408539,-79.097025,-82.467829,-75.532678,-69.587037,-68.553374,-69.077990,-72.609984,-71.069343,-75.141990,-82.467829,-76.779049,-79.644643
-83.676420,-85.714938,-89.148267,-91.344276,-87.851142,-87.575117,-89.920382,-89.707421,-85.092903,-86.541696,-88.204560,-87.575117,-88.007804,-87.462662,-89.148267,-89.750911,-86.719950,-88.693670,-87.575117,-90.497086,-86.541696,-87.473308,-100.000000,-89.148267,-87.851142,-86.719950,-87.851142,-100.000000,-89.148267,-90.732667,-88.361692,-87.473308,-81.334743,-85.714938,-88.693670,-100.000000,-100.000000,-85.929624,-85.092903,-82.467829,-100.000000,-89.707421,-83.676420,-82.883796,-89.148267,-84.297839,-85.092903,-84.565260,-86.765582,-80.332977,-83.676420,-82.050187,-79.482392,-79.719046,-71.069343,-67.623879,-68.553374,-71.596014,-72.609984,-72.609984,-80.885755,-78.092463,-77.571971,-77.241128
-85.092903,-85.092903,-100.000000,-89.113106,-87.220159,-87.851142,-88.482124,-89.705434,-88.219841,-83.676420,-89.567940,-88.361692,-86.085514,-86.085514,-100.000000,-100.000000,-86.719950,-86.831960,-85.179009,-88.361692,-85.092903,-89.920382,-100.000000,-90.813155,-86.085514,-87.462662,-86.765582,-100.000000,-86.559069,-88.482124,-86.765582,-83.787009,-82.231581,-87.617159,-89.148267,-100.000000,-90.497086,-87.473308,-100.000000,-100.000000,-89.920382,-89.148267,-81.900259,-85.179009,-86.084028,-87.220159,-83.831690,-89.558460,-83.246828,-79.936277,-88.361692,-80.332977,-84.888179,-72.592892,-68.553374,-67.623879,-70.527504,-73.425013,-73.425013,-76.220125,-80.332977,-78.255528,-78.080322,-72.057486
-84.952633,-87.319307,-91.178044,-86.542760,-90.058429,-88.550440,-91.234376,-88.980536,-84.030025,-87.319307,-90.376653,-88.835492,-87.319307,-89.588408,-100.000000,-89.223246,-90.023917,-84.058169,-85.936865,-86.566628,-88.982534,-91.765498,-100.000000,-88.980536,-84.030025,-89.426736,-90.058429,-100.000000,-88.001145,-86.566628,-84.157570,-82.741247,-85.747697,-100.000000,-90.143818,-90.376653,-89.223246,-100.000000,-100.000000,-83.723822,-100.000000,-82.811574,-82.311655,-91.530060,-83.123414,-86.599907,-83.600432,-85.190419,-80.521413,-82.811574,-83.170840,-80.686243,-77.163294,-69.009862,-67.248784,-69.009862,-72.535325,-73.350798,-75.060294,-81.978181,-76.986412,-79.410366,-73.350798,-68.599048
-83.752408,-89.239992,-89.239992,-87.627309,-88.151033,-90.040815,-91.194222,-88.836899,-85.088599,-87.627309,-90.040815,-85.861178,-86.095299,-90.287290,-89.267051,-88.614694,-84.438109,-83.417898,-86.102801,-89.089814,-90.923055,-89.267051,-92.526521,-89.658990,-86.873271,-100.000000,-100.000000,-88.836899,-88.527425,-89.822460,-81.699424,-84.207661,-88.836899,-100.000000,-89.239992,-89.660636,-100.000000,-100.000000,-91.194222,-86.823299,-88.614694,-81.539386,-89.267051,-87.604189,-86.873271,-85.861178,-86.102801,-81.104456,-81.860320,-90.391934,-82.408242,-80.513356,-72.134117,-66.861957,-68.210285,-72.151736,-72.684644,-74.563388,-81.104456,-77.140166,-77.140166,-76.629962,-69.146118,-67.374842
-79.006584,-100.000000,-88.790648,-85.025687,-88.982534,-91.178044,-91.716314,-87.718571,-86.566628,-88.982534,-90.143818,-86.395456,-87.319307,-88.980536,-89.799949,-86.542760,-82.811574,-88.122255,-85.747697,-90.376653,-90.766607,-89.583092,-90.143818,-87.319307,-88.195959,-100.000000,-88.550440,-88.982534,-85.796158,-100.000000,-81.111536,-87.409688,-90.703254,-90.699228,-89.799949,-90.376653,-100.000000,-100.000000,-87.087589,-100.000000,-83.170840,-82.311655,-91.358364,-85.190419,-88.195959,-85.796158,-83.170840,-78.637941,-87.319307,-82.394300,-83.707938,-74.914063,-67.960630,-66.515678,-70.968784,-73.068395,-71.988302,-76.986412,-77.982475,-73.868317,-79.006584,-70.458790,-67.037473,-69.108776
-83.676420,-87.559155,-89.148267,-89.148267,-88.361692,-88.482124,-86.831960,-89.113106,-89.707421,-100.000000,-87.851142,-85.092903,-89.113106,-89.113106,-90.816254,-83.559027,-84.888179,-90.282033,-87.392858,-100.000000,-90.890936,-90.282033,-87.851142,-89.148267,-90.890936,-91.292475,-89.113106,-91.209647,-86.765582,-83.299763,-81.900259,-90.299178,-100.000000,-89.113106,-91.852283,-89.343679,-100.000000,-88.361692,-88.693670,-87.473308,-81.516347,-89.113106,-83.676420,-88.693670,-85.092903,-87.575117,-80.128290,-79.907685,-86.765582,-81.030399,-78.747928,-70.017511,-67.623879,-68.553374,-73.425013,-72.609984,-73.425013,-82.467829,-75.214118,-74.490998,-73.978066,-67.623879,-67.103216,-72.609984
-84.297839,-86.831960,-88.693670,-90.282033,-90.172859,-91.344276,-85.929624,-87.321937,-100.000000,-87.575117,-87.575117,-88.204560,-89.113106,-89.113106,-83.676420,-82.674063,-88.361692,-89.705434,-88.693670,-100.000000,-100.000000,-89.920382,-88.173480,-89.343679,-90.497086,-89.113106,-89.343679,-89.219790,-85.092903,-82.231581,-83.787009,-92.406520,-100.000000,-89.543686,-100.000000,-100.000000,-100.000000,-87.473308,-100.000000,-82.467829,-83.676420,-89.707421,-83.338827,-86.559069,-87.089527,-83.354224,-79.719046,-85.092903,-81.954253,-82.674063,-72.609984,-67.623879,-67.623879,-72.057486,-72.389975,-72.609984,-78.255528,-77.571971,-74.986453,-74.490998,-68.553374,-66.798702,-69.587037,-79.095067
-83.170840,-87.319307,-91.234376,-89.799949,-88.349554,-88.195959,-88.982534,-91.234376,-100.000000,-85.603042,-90.376653,-88.050559,-86.462282,-90.699228,-82.258027,-83.226234,-100.000000,-87.319307,-100.000000,-91.234376,-90.703254,-89.588408,-89.085840,-85.734049,-91.765498,-87.864574,-90.376653,-91.716314,-82.741247,-82.153687,-100.000000,-100.000000,-87.087589,-88.982534,-88.980536,-89.457929,-90.174850,-88.122255,-88.122255,-81.258153,-89.799949,-84.157570,-87.319307,-84.952633,-100.000000,-80.686243,-82.811574,-83.259756,-88.980536,-76.697353,-68.599048,-67.037473,-70.115844,-75.605981,-72.051186,-74.914063,-81.707141,-74.914063,-75.605981,-70.115844,-66.735448,-67.248784,-74.418608,-82.394300
